DateKey,Date,CalendarYear,CalendarQuarter,Month
20110503,5/3/2011,2011,2,May
20110504,5/4/2011,2011,2,May
20110505,5/5/2011,2011,2,May
20110506,5/6/2011,2011,2,May
20110507,5/7/2011,2011,2,May
20110508,5/8/2011,2011,2,May
20110509,5/9/2011,2011,2,May
20110510,5/10/2011,2011,2,May
20110511,5/11/2011,2011,2,May
20110512,5/12/2011,2011,2,May
20110513,5/13/2011,2011,2,May
20110514,5/14/2011,2011,2,May
20110515,5/15/2011,2011,2,May
20110516,5/16/2011,2011,2,May
20110517,5/17/2011,2011,2,May
20110518,5/18/2011,2011,2,May
20110519,5/19/2011,2011,2,May
20110520,5/20/2011,2011,2,May
20110521,5/21/2011,2011,2,May
20110522,5/22/2011,2011,2,May
20110523,5/23/2011,2011,2,May
20110524,5/24/2011,2011,2,May
20110525,5/25/2011,2011,2,May
20110526,5/26/2011,2011,2,May
20110527,5/27/2011,2011,2,May
20110528,5/28/2011,2011,2,May
20110529,5/29/2011,2011,2,May
20110530,5/30/2011,2011,2,May
20110531,5/31/2011,2011,2,May
20110601,6/1/2011,2011,2,June
20110602,6/2/2011,2011,2,June
20110603,6/3/2011,2011,2,June
20110604,6/4/2011,2011,2,June
20110605,6/5/2011,2011,2,June
20110606,6/6/2011,2011,2,June
20110607,6/7/2011,2011,2,June
20110608,6/8/2011,2011,2,June
20110609,6/9/2011,2011,2,June
20110610,6/10/2011,2011,2,June
20110611,6/11/2011,2011,2,June
20110612,6/12/2011,2011,2,June
20110613,6/13/2011,2011,2,June
20110614,6/14/2011,2011,2,June
20110615,6/15/2011,2011,2,June
20110616,6/16/2011,2011,2,June
20110617,6/17/2011,2011,2,June
20110618,6/18/2011,2011,2,June
20110619,6/19/2011,2011,2,June
20110620,6/20/2011,2011,2,June
20110621,6/21/2011,2011,2,June
20110622,6/22/2011,2011,2,June
20110623,6/23/2011,2011,2,June
20110624,6/24/2011,2011,2,June
20110625,6/25/2011,2011,2,June
20110626,6/26/2011,2011,2,June
20110627,6/27/2011,2011,2,June
20110628,6/28/2011,2011,2,June
20110629,6/29/2011,2011,2,June
20110630,6/30/2011,2011,2,June
20110701,7/1/2011,2011,3,July
20110702,7/2/2011,2011,3,July
20110703,7/3/2011,2011,3,July
20110704,7/4/2011,2011,3,July
20110705,7/5/2011,2011,3,July
20110706,7/6/2011,2011,3,July
20110707,7/7/2011,2011,3,July
20110708,7/8/2011,2011,3,July
20110709,7/9/2011,2011,3,July
20110710,7/10/2011,2011,3,July
20110711,7/11/2011,2011,3,July
20110712,7/12/2011,2011,3,July
20110713,7/13/2011,2011,3,July
20110714,7/14/2011,2011,3,July
20110715,7/15/2011,2011,3,July
20110716,7/16/2011,2011,3,July
20110717,7/17/2011,2011,3,July
20110718,7/18/2011,2011,3,July
20110719,7/19/2011,2011,3,July
20110720,7/20/2011,2011,3,July
20110721,7/21/2011,2011,3,July
20110722,7/22/2011,2011,3,July
20110723,7/23/2011,2011,3,July
20110724,7/24/2011,2011,3,July
20110725,7/25/2011,2011,3,July
20110726,7/26/2011,2011,3,July
20110727,7/27/2011,2011,3,July
20110728,7/28/2011,2011,3,July
20110729,7/29/2011,2011,3,July
20110730,7/30/2011,2011,3,July
20110731,7/31/2011,2011,3,July
20110801,8/1/2011,2011,3,August
20110802,8/2/2011,2011,3,August
20110803,8/3/2011,2011,3,August
20110804,8/4/2011,2011,3,August
20110805,8/5/2011,2011,3,August
20110806,8/6/2011,2011,3,August
20110807,8/7/2011,2011,3,August
20110808,8/8/2011,2011,3,August
20110809,8/9/2011,2011,3,August
20110810,8/10/2011,2011,3,August
20110811,8/11/2011,2011,3,August
20110812,8/12/2011,2011,3,August
20110813,8/13/2011,2011,3,August
20110814,8/14/2011,2011,3,August
20110815,8/15/2011,2011,3,August
20110816,8/16/2011,2011,3,August
20110817,8/17/2011,2011,3,August
20110818,8/18/2011,2011,3,August
20110819,8/19/2011,2011,3,August
20110820,8/20/2011,2011,3,August
20110821,8/21/2011,2011,3,August
20110822,8/22/2011,2011,3,August
20110823,8/23/2011,2011,3,August
20110824,8/24/2011,2011,3,August
20110825,8/25/2011,2011,3,August
20110826,8/26/2011,2011,3,August
20110827,8/27/2011,2011,3,August
20110828,8/28/2011,2011,3,August
20110829,8/29/2011,2011,3,August
20110830,8/30/2011,2011,3,August
20110831,8/31/2011,2011,3,August
20110901,9/1/2011,2011,3,September
20110902,9/2/2011,2011,3,September
20110903,9/3/2011,2011,3,September
20110904,9/4/2011,2011,3,September
20110905,9/5/2011,2011,3,September
20110906,9/6/2011,2011,3,September
20110907,9/7/2011,2011,3,September
20110908,9/8/2011,2011,3,September
20110909,9/9/2011,2011,3,September
20110910,9/10/2011,2011,3,September
20110911,9/11/2011,2011,3,September
20110912,9/12/2011,2011,3,September
20110913,9/13/2011,2011,3,September
20110914,9/14/2011,2011,3,September
20110915,9/15/2011,2011,3,September
20110916,9/16/2011,2011,3,September
20110917,9/17/2011,2011,3,September
20110918,9/18/2011,2011,3,September
20110919,9/19/2011,2011,3,September
20110920,9/20/2011,2011,3,September
20110921,9/21/2011,2011,3,September
20110922,9/22/2011,2011,3,September
20110923,9/23/2011,2011,3,September
20110924,9/24/2011,2011,3,September
20110925,9/25/2011,2011,3,September
20110926,9/26/2011,2011,3,September
20110927,9/27/2011,2011,3,September
20110928,9/28/2011,2011,3,September
20110929,9/29/2011,2011,3,September
20110930,9/30/2011,2011,3,September
20111001,10/1/2011,2011,4,October
20111002,10/2/2011,2011,4,October
20111003,10/3/2011,2011,4,October
20111004,10/4/2011,2011,4,October
20111005,10/5/2011,2011,4,October
20111006,10/6/2011,2011,4,October
20111007,10/7/2011,2011,4,October
20111008,10/8/2011,2011,4,October
20111009,10/9/2011,2011,4,October
20111010,10/10/2011,2011,4,October
20111011,10/11/2011,2011,4,October
20111012,10/12/2011,2011,4,October
20111013,10/13/2011,2011,4,October
20111014,10/14/2011,2011,4,October
20111015,10/15/2011,2011,4,October
20111016,10/16/2011,2011,4,October
20111017,10/17/2011,2011,4,October
20111018,10/18/2011,2011,4,October
20111019,10/19/2011,2011,4,October
20111020,10/20/2011,2011,4,October
20111021,10/21/2011,2011,4,October
20111022,10/22/2011,2011,4,October
20111023,10/23/2011,2011,4,October
20111024,10/24/2011,2011,4,October
20111025,10/25/2011,2011,4,October
20111026,10/26/2011,2011,4,October
20111027,10/27/2011,2011,4,October
20111028,10/28/2011,2011,4,October
20111029,10/29/2011,2011,4,October
20111030,10/30/2011,2011,4,October
20111031,10/31/2011,2011,4,October
20111101,11/1/2011,2011,4,November
20111102,11/2/2011,2011,4,November
20111103,11/3/2011,2011,4,November
20111104,11/4/2011,2011,4,November
20111105,11/5/2011,2011,4,November
20111106,11/6/2011,2011,4,November
20111107,11/7/2011,2011,4,November
20111108,11/8/2011,2011,4,November
20111109,11/9/2011,2011,4,November
20111110,11/10/2011,2011,4,November
20111111,11/11/2011,2011,4,November
20111112,11/12/2011,2011,4,November
20111113,11/13/2011,2011,4,November
20111114,11/14/2011,2011,4,November
20111115,11/15/2011,2011,4,November
20111116,11/16/2011,2011,4,November
20111117,11/17/2011,2011,4,November
20111118,11/18/2011,2011,4,November
20111119,11/19/2011,2011,4,November
20111120,11/20/2011,2011,4,November
20111121,11/21/2011,2011,4,November
20111122,11/22/2011,2011,4,November
20111123,11/23/2011,2011,4,November
20111124,11/24/2011,2011,4,November
20111125,11/25/2011,2011,4,November
20111126,11/26/2011,2011,4,November
20111127,11/27/2011,2011,4,November
20111128,11/28/2011,2011,4,November
20111129,11/29/2011,2011,4,November
20111130,11/30/2011,2011,4,November
20111201,12/1/2011,2011,4,December
20111202,12/2/2011,2011,4,December
20111203,12/3/2011,2011,4,December
20111204,12/4/2011,2011,4,December
20111205,12/5/2011,2011,4,December
20111206,12/6/2011,2011,4,December
20111207,12/7/2011,2011,4,December
20111208,12/8/2011,2011,4,December
20111209,12/9/2011,2011,4,December
20111210,12/10/2011,2011,4,December
20111211,12/11/2011,2011,4,December
20111212,12/12/2011,2011,4,December
20111213,12/13/2011,2011,4,December
20111214,12/14/2011,2011,4,December
20111215,12/15/2011,2011,4,December
20111216,12/16/2011,2011,4,December
20111217,12/17/2011,2011,4,December
20111218,12/18/2011,2011,4,December
20111219,12/19/2011,2011,4,December
20111220,12/20/2011,2011,4,December
20111221,12/21/2011,2011,4,December
20111222,12/22/2011,2011,4,December
20111223,12/23/2011,2011,4,December
20111224,12/24/2011,2011,4,December
20111225,12/25/2011,2011,4,December
20111226,12/26/2011,2011,4,December
20111227,12/27/2011,2011,4,December
20111228,12/28/2011,2011,4,December
20111229,12/29/2011,2011,4,December
20111230,12/30/2011,2011,4,December
20111231,12/31/2011,2011,4,December
20120101,1/1/2012,2012,1,January
20120102,1/2/2012,2012,1,January
20120103,1/3/2012,2012,1,January
20120104,1/4/2012,2012,1,January
20120105,1/5/2012,2012,1,January
20120106,1/6/2012,2012,1,January
20120107,1/7/2012,2012,1,January
20120108,1/8/2012,2012,1,January
20120109,1/9/2012,2012,1,January
20120110,1/10/2012,2012,1,January
20120111,1/11/2012,2012,1,January
20120112,1/12/2012,2012,1,January
20120113,1/13/2012,2012,1,January
20120114,1/14/2012,2012,1,January
20120115,1/15/2012,2012,1,January
20120116,1/16/2012,2012,1,January
20120117,1/17/2012,2012,1,January
20120118,1/18/2012,2012,1,January
20120119,1/19/2012,2012,1,January
20120120,1/20/2012,2012,1,January
20120121,1/21/2012,2012,1,January
20120122,1/22/2012,2012,1,January
20120123,1/23/2012,2012,1,January
20120124,1/24/2012,2012,1,January
20120125,1/25/2012,2012,1,January
20120126,1/26/2012,2012,1,January
20120127,1/27/2012,2012,1,January
20120128,1/28/2012,2012,1,January
20120129,1/29/2012,2012,1,January
20120130,1/30/2012,2012,1,January
20120131,1/31/2012,2012,1,January
20120201,2/1/2012,2012,1,February
20120202,2/2/2012,2012,1,February
20120203,2/3/2012,2012,1,February
20120204,2/4/2012,2012,1,February
20120205,2/5/2012,2012,1,February
20120206,2/6/2012,2012,1,February
20120207,2/7/2012,2012,1,February
20120208,2/8/2012,2012,1,February
20120209,2/9/2012,2012,1,February
20120210,2/10/2012,2012,1,February
20120211,2/11/2012,2012,1,February
20120212,2/12/2012,2012,1,February
20120213,2/13/2012,2012,1,February
20120214,2/14/2012,2012,1,February
20120215,2/15/2012,2012,1,February
20120216,2/16/2012,2012,1,February
20120217,2/17/2012,2012,1,February
20120218,2/18/2012,2012,1,February
20120219,2/19/2012,2012,1,February
20120220,2/20/2012,2012,1,February
20120221,2/21/2012,2012,1,February
20120222,2/22/2012,2012,1,February
20120223,2/23/2012,2012,1,February
20120224,2/24/2012,2012,1,February
20120225,2/25/2012,2012,1,February
20120226,2/26/2012,2012,1,February
20120227,2/27/2012,2012,1,February
20120228,2/28/2012,2012,1,February
20120229,2/29/2012,2012,1,February
20120301,3/1/2012,2012,1,March
20120302,3/2/2012,2012,1,March
20120303,3/3/2012,2012,1,March
20120304,3/4/2012,2012,1,March
20120305,3/5/2012,2012,1,March
20120306,3/6/2012,2012,1,March
20120307,3/7/2012,2012,1,March
20120308,3/8/2012,2012,1,March
20120309,3/9/2012,2012,1,March
20120310,3/10/2012,2012,1,March
20120311,3/11/2012,2012,1,March
20120312,3/12/2012,2012,1,March
20120313,3/13/2012,2012,1,March
20120314,3/14/2012,2012,1,March
20120315,3/15/2012,2012,1,March
20120316,3/16/2012,2012,1,March
20120317,3/17/2012,2012,1,March
20120318,3/18/2012,2012,1,March
20120319,3/19/2012,2012,1,March
20120320,3/20/2012,2012,1,March
20120321,3/21/2012,2012,1,March
20120322,3/22/2012,2012,1,March
20120323,3/23/2012,2012,1,March
20120324,3/24/2012,2012,1,March
20120325,3/25/2012,2012,1,March
20120326,3/26/2012,2012,1,March
20120327,3/27/2012,2012,1,March
20120328,3/28/2012,2012,1,March
20120329,3/29/2012,2012,1,March
20120330,3/30/2012,2012,1,March
20120331,3/31/2012,2012,1,March
20120401,4/1/2012,2012,2,April
20120402,4/2/2012,2012,2,April
20120403,4/3/2012,2012,2,April
20120404,4/4/2012,2012,2,April
20120405,4/5/2012,2012,2,April
20120406,4/6/2012,2012,2,April
20120407,4/7/2012,2012,2,April
20120408,4/8/2012,2012,2,April
20120409,4/9/2012,2012,2,April
20120410,4/10/2012,2012,2,April
20120411,4/11/2012,2012,2,April
20120412,4/12/2012,2012,2,April
20120413,4/13/2012,2012,2,April
20120414,4/14/2012,2012,2,April
20120415,4/15/2012,2012,2,April
20120416,4/16/2012,2012,2,April
20120417,4/17/2012,2012,2,April
20120418,4/18/2012,2012,2,April
20120419,4/19/2012,2012,2,April
20120420,4/20/2012,2012,2,April
20120421,4/21/2012,2012,2,April
20120422,4/22/2012,2012,2,April
20120423,4/23/2012,2012,2,April
20120424,4/24/2012,2012,2,April
20120425,4/25/2012,2012,2,April
20120426,4/26/2012,2012,2,April
20120427,4/27/2012,2012,2,April
20120428,4/28/2012,2012,2,April
20120429,4/29/2012,2012,2,April
20120430,4/30/2012,2012,2,April
20120501,5/1/2012,2012,2,May
20120502,5/2/2012,2012,2,May
20120503,5/3/2012,2012,2,May
20120504,5/4/2012,2012,2,May
20120505,5/5/2012,2012,2,May
20120506,5/6/2012,2012,2,May
20120507,5/7/2012,2012,2,May
20120508,5/8/2012,2012,2,May
20120509,5/9/2012,2012,2,May
20120510,5/10/2012,2012,2,May
20120511,5/11/2012,2012,2,May
20120512,5/12/2012,2012,2,May
20120513,5/13/2012,2012,2,May
20120514,5/14/2012,2012,2,May
20120515,5/15/2012,2012,2,May
20120516,5/16/2012,2012,2,May
20120517,5/17/2012,2012,2,May
20120518,5/18/2012,2012,2,May
20120519,5/19/2012,2012,2,May
20120520,5/20/2012,2012,2,May
20120521,5/21/2012,2012,2,May
20120522,5/22/2012,2012,2,May
20120523,5/23/2012,2012,2,May
20120524,5/24/2012,2012,2,May
20120525,5/25/2012,2012,2,May
20120526,5/26/2012,2012,2,May
20120527,5/27/2012,2012,2,May
20120528,5/28/2012,2012,2,May
20120529,5/29/2012,2012,2,May
20120530,5/30/2012,2012,2,May
20120531,5/31/2012,2012,2,May
20120601,6/1/2012,2012,2,June
20120602,6/2/2012,2012,2,June
20120603,6/3/2012,2012,2,June
20120604,6/4/2012,2012,2,June
20120605,6/5/2012,2012,2,June
20120606,6/6/2012,2012,2,June
20120607,6/7/2012,2012,2,June
20120608,6/8/2012,2012,2,June
20120609,6/9/2012,2012,2,June
20120610,6/10/2012,2012,2,June
20120611,6/11/2012,2012,2,June
20120612,6/12/2012,2012,2,June
20120613,6/13/2012,2012,2,June
20120614,6/14/2012,2012,2,June
20120615,6/15/2012,2012,2,June
20120616,6/16/2012,2012,2,June
20120617,6/17/2012,2012,2,June
20120618,6/18/2012,2012,2,June
20120619,6/19/2012,2012,2,June
20120620,6/20/2012,2012,2,June
20120621,6/21/2012,2012,2,June
20120622,6/22/2012,2012,2,June
20120623,6/23/2012,2012,2,June
20120624,6/24/2012,2012,2,June
20120625,6/25/2012,2012,2,June
20120626,6/26/2012,2012,2,June
20120627,6/27/2012,2012,2,June
20120628,6/28/2012,2012,2,June
20120629,6/29/2012,2012,2,June
20120630,6/30/2012,2012,2,June
20120701,7/1/2012,2012,3,July
20120702,7/2/2012,2012,3,July
20120703,7/3/2012,2012,3,July
20120704,7/4/2012,2012,3,July
20120705,7/5/2012,2012,3,July
20120706,7/6/2012,2012,3,July
20120707,7/7/2012,2012,3,July
20120708,7/8/2012,2012,3,July
20120709,7/9/2012,2012,3,July
20120710,7/10/2012,2012,3,July
20120711,7/11/2012,2012,3,July
20120712,7/12/2012,2012,3,July
20120713,7/13/2012,2012,3,July
20120714,7/14/2012,2012,3,July
20120715,7/15/2012,2012,3,July
20120716,7/16/2012,2012,3,July
20120717,7/17/2012,2012,3,July
20120718,7/18/2012,2012,3,July
20120719,7/19/2012,2012,3,July
20120720,7/20/2012,2012,3,July
20120721,7/21/2012,2012,3,July
20120722,7/22/2012,2012,3,July
20120723,7/23/2012,2012,3,July
20120724,7/24/2012,2012,3,July
20120725,7/25/2012,2012,3,July
20120726,7/26/2012,2012,3,July
20120727,7/27/2012,2012,3,July
20120728,7/28/2012,2012,3,July
20120729,7/29/2012,2012,3,July
20120730,7/30/2012,2012,3,July
20120731,7/31/2012,2012,3,July
20120801,8/1/2012,2012,3,August
20120802,8/2/2012,2012,3,August
20120803,8/3/2012,2012,3,August
20120804,8/4/2012,2012,3,August
20120805,8/5/2012,2012,3,August
20120806,8/6/2012,2012,3,August
20120807,8/7/2012,2012,3,August
20120808,8/8/2012,2012,3,August
20120809,8/9/2012,2012,3,August
20120810,8/10/2012,2012,3,August
20120811,8/11/2012,2012,3,August
20120812,8/12/2012,2012,3,August
20120813,8/13/2012,2012,3,August
20120814,8/14/2012,2012,3,August
20120815,8/15/2012,2012,3,August
20120816,8/16/2012,2012,3,August
20120817,8/17/2012,2012,3,August
20120818,8/18/2012,2012,3,August
20120819,8/19/2012,2012,3,August
20120820,8/20/2012,2012,3,August
20120821,8/21/2012,2012,3,August
20120822,8/22/2012,2012,3,August
20120823,8/23/2012,2012,3,August
20120824,8/24/2012,2012,3,August
20120825,8/25/2012,2012,3,August
20120826,8/26/2012,2012,3,August
20120827,8/27/2012,2012,3,August
20120828,8/28/2012,2012,3,August
20120829,8/29/2012,2012,3,August
20120830,8/30/2012,2012,3,August
20120831,8/31/2012,2012,3,August
20120901,9/1/2012,2012,3,September
20120902,9/2/2012,2012,3,September
20120903,9/3/2012,2012,3,September
20120904,9/4/2012,2012,3,September
20120905,9/5/2012,2012,3,September
20120906,9/6/2012,2012,3,September
20120907,9/7/2012,2012,3,September
20120908,9/8/2012,2012,3,September
20120909,9/9/2012,2012,3,September
20120910,9/10/2012,2012,3,September
20120911,9/11/2012,2012,3,September
20120912,9/12/2012,2012,3,September
20120913,9/13/2012,2012,3,September
20120914,9/14/2012,2012,3,September
20120915,9/15/2012,2012,3,September
20120916,9/16/2012,2012,3,September
20120917,9/17/2012,2012,3,September
20120918,9/18/2012,2012,3,September
20120919,9/19/2012,2012,3,September
20120920,9/20/2012,2012,3,September
20120921,9/21/2012,2012,3,September
20120922,9/22/2012,2012,3,September
20120923,9/23/2012,2012,3,September
20120924,9/24/2012,2012,3,September
20120925,9/25/2012,2012,3,September
20120926,9/26/2012,2012,3,September
20120927,9/27/2012,2012,3,September
20120928,9/28/2012,2012,3,September
20120929,9/29/2012,2012,3,September
20120930,9/30/2012,2012,3,September
20121001,10/1/2012,2012,4,October
20121002,10/2/2012,2012,4,October
20121003,10/3/2012,2012,4,October
20121004,10/4/2012,2012,4,October
20121005,10/5/2012,2012,4,October
20121006,10/6/2012,2012,4,October
20121007,10/7/2012,2012,4,October
20121008,10/8/2012,2012,4,October
20121009,10/9/2012,2012,4,October
20121010,10/10/2012,2012,4,October
20121011,10/11/2012,2012,4,October
20121012,10/12/2012,2012,4,October
20121013,10/13/2012,2012,4,October
20121014,10/14/2012,2012,4,October
20121015,10/15/2012,2012,4,October
20121016,10/16/2012,2012,4,October
20121017,10/17/2012,2012,4,October
20121018,10/18/2012,2012,4,October
20121019,10/19/2012,2012,4,October
20121020,10/20/2012,2012,4,October
20121021,10/21/2012,2012,4,October
20121022,10/22/2012,2012,4,October
20121023,10/23/2012,2012,4,October
20121024,10/24/2012,2012,4,October
20121025,10/25/2012,2012,4,October
20121026,10/26/2012,2012,4,October
20121027,10/27/2012,2012,4,October
20121028,10/28/2012,2012,4,October
20121029,10/29/2012,2012,4,October
20121030,10/30/2012,2012,4,October
20121031,10/31/2012,2012,4,October
20121101,11/1/2012,2012,4,November
20121102,11/2/2012,2012,4,November
20121103,11/3/2012,2012,4,November
20121104,11/4/2012,2012,4,November
20121105,11/5/2012,2012,4,November
20121106,11/6/2012,2012,4,November
20121107,11/7/2012,2012,4,November
20121108,11/8/2012,2012,4,November
20121109,11/9/2012,2012,4,November
20121110,11/10/2012,2012,4,November
20121111,11/11/2012,2012,4,November
20121112,11/12/2012,2012,4,November
20121113,11/13/2012,2012,4,November
20121114,11/14/2012,2012,4,November
20121115,11/15/2012,2012,4,November
20121116,11/16/2012,2012,4,November
20121117,11/17/2012,2012,4,November
20121118,11/18/2012,2012,4,November
20121119,11/19/2012,2012,4,November
20121120,11/20/2012,2012,4,November
20121121,11/21/2012,2012,4,November
20121122,11/22/2012,2012,4,November
20121123,11/23/2012,2012,4,November
20121124,11/24/2012,2012,4,November
20121125,11/25/2012,2012,4,November
20121126,11/26/2012,2012,4,November
20121127,11/27/2012,2012,4,November
20121128,11/28/2012,2012,4,November
20121129,11/29/2012,2012,4,November
20121130,11/30/2012,2012,4,November
20121201,12/1/2012,2012,4,December
20121202,12/2/2012,2012,4,December
20121203,12/3/2012,2012,4,December
20121204,12/4/2012,2012,4,December
20121205,12/5/2012,2012,4,December
20121206,12/6/2012,2012,4,December
20121207,12/7/2012,2012,4,December
20121208,12/8/2012,2012,4,December
20121209,12/9/2012,2012,4,December
20121210,12/10/2012,2012,4,December
20121211,12/11/2012,2012,4,December
20121212,12/12/2012,2012,4,December
20121213,12/13/2012,2012,4,December
20121214,12/14/2012,2012,4,December
20121215,12/15/2012,2012,4,December
20121216,12/16/2012,2012,4,December
20121217,12/17/2012,2012,4,December
20121218,12/18/2012,2012,4,December
20121219,12/19/2012,2012,4,December
20121220,12/20/2012,2012,4,December
20121221,12/21/2012,2012,4,December
20121222,12/22/2012,2012,4,December
20121223,12/23/2012,2012,4,December
20121224,12/24/2012,2012,4,December
20121225,12/25/2012,2012,4,December
20121226,12/26/2012,2012,4,December
20121227,12/27/2012,2012,4,December
20121228,12/28/2012,2012,4,December
20121229,12/29/2012,2012,4,December
20121230,12/30/2012,2012,4,December
20121231,12/31/2012,2012,4,December
20130101,1/1/2013,2013,1,January
20130102,1/2/2013,2013,1,January
20130103,1/3/2013,2013,1,January
20130104,1/4/2013,2013,1,January
20130105,1/5/2013,2013,1,January
20130106,1/6/2013,2013,1,January
20130107,1/7/2013,2013,1,January
20130108,1/8/2013,2013,1,January
20130109,1/9/2013,2013,1,January
20130110,1/10/2013,2013,1,January
20130111,1/11/2013,2013,1,January
20130112,1/12/2013,2013,1,January
20130113,1/13/2013,2013,1,January
20130114,1/14/2013,2013,1,January
20130115,1/15/2013,2013,1,January
20130116,1/16/2013,2013,1,January
20130117,1/17/2013,2013,1,January
20130118,1/18/2013,2013,1,January
20130119,1/19/2013,2013,1,January
20130120,1/20/2013,2013,1,January
20130121,1/21/2013,2013,1,January
20130122,1/22/2013,2013,1,January
20130123,1/23/2013,2013,1,January
20130124,1/24/2013,2013,1,January
20130125,1/25/2013,2013,1,January
20130126,1/26/2013,2013,1,January
20130127,1/27/2013,2013,1,January
20130128,1/28/2013,2013,1,January
20130129,1/29/2013,2013,1,January
20130130,1/30/2013,2013,1,January
20130131,1/31/2013,2013,1,January
20130201,2/1/2013,2013,1,February
20130202,2/2/2013,2013,1,February
20130203,2/3/2013,2013,1,February
20130204,2/4/2013,2013,1,February
20130205,2/5/2013,2013,1,February
20130206,2/6/2013,2013,1,February
20130207,2/7/2013,2013,1,February
20130208,2/8/2013,2013,1,February
20130209,2/9/2013,2013,1,February
20130210,2/10/2013,2013,1,February
20130211,2/11/2013,2013,1,February
20130212,2/12/2013,2013,1,February
