event_date,page_location,sessions
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Socks,53
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Cotopaxi+Shell,53
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Twill+Cap+Sandwich+Black,52
20201101,https://shop.googlemerchandisestore.com/registersuccess.html,45
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Super+G+Unisex+Joggers,45
20201101,https://shop.googlemerchandisestore.com/store-policies/shipping-information/,44
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Zip+Hoodie+FC,40
20201101,https://shop.googlemerchandisestore.com/myaccount.html,39
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+FC+Longsleeve+Charcoal,39
20201101,https://googlemerchandisestore.com/,37
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand,36
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Stationery/Writing,35
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Sherpa+Zip+Hoodie+Navy,32
20201101,https://shop.googlemerchandisestore.com/store-policies/return-policy/,32
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Leather+Strap+Hat+Black,31
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+FC+Zip+Hoodie,31
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Sherpa+Zip+Hoodie+Charcoal,31
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Navy+Speckled+Tee,31
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories,31
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/bags/backpacks/,30
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Eco+Tee+Black,30
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Land+and+Sea+French+Terry+Sweatshirt,29
20201101,https://shop.googlemerchandisestore.com/payment.html,29
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Google+Land+and+Sea+Nalgene+Water+Bottle+LS,29
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Land+and+Sea+Cotton+Cap+LS,28
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Grid+Zip+Up,28
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Blue+Stojo+Cup,27
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Land+and+Sea+Unisex+Tee,27
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Heather+Green+Speckled+Tee,27
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Crew+Socks,27
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/IamRemarkable+Hoodie,27
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Phone+Stand+Bamboo,26
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Land+and+Sea+Mug,26
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Soft+Modal+Scarf,26
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Hat+V2+Black,26
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+FC+Pullover+Hoodie,25
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Campus+Bike+Eco+Tee+Navy,25
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Icon+Tee+Grey,25
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Leather+Strap+Hat+Black,25
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tracking+Hat,25
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Heathered+Pom+Beanie,24
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Toddler+FC+Zip+Hoodie,24
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Fun/Google+Kick+Ball.axd,24
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Stan+and+Friends+Tee+Green,24
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Garden+Tee+Orange,24
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Infant+Charcoal+Onesie,24
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Microfleece+Jacket+Black,24
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Google+Land+and+Sea+Tote+Bag,24
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Crew+Socks,24
20201101,https://shop.googlemerchandisestore.com/Google+RMG+Redesign/Lifestyle/Mural+Food+Container,24
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Leather+Strap+Hat+Blue,24
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Toddler+FC+Tee+Charcoal,24
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Land+and+Sea+Tech+Taco,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Puff+Jacket+Black,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Infant+Hero+Tee+Olive,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Speckled+Beanie+Navy,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Hat+White,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Toddler+Tee+White,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Crew+Striped+Athletic+Sock,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Mens+Tech+Fleece+Vest+Charcoal,23
20201101,https://shop.googlemerchandisestore.com/store-policies/terms-of-use/,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Land+and+Sea+Womens+Eco+Tee,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Hat+Green,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Crew+Combed+Cotton+Sock,23
20201101,https://shop.googlemerchandisestore.com/store-policies/privacy-policy/,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+FC+Longsleeve+Charcoal,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/ApparelGoogle+Beekeepers+Tee+Mint,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+Hero+Tee+Grey,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Mural+Socks,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/IamRemarkable+Ladies+T-Shirt,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Stationery/Google+Land+and+Sea+Journal+Set,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Speckled+Beanie+Grey,23
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Onesie+White,22
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Infant+Hero+Onesie+Grey,22
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Toddler+Tee+White,22
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/I+am+Remarkable,22
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Wearables/Men+s+T-Shirts,22
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Beanie,22
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Sock,22
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Utility+BackPack,18
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Dino+Game+Tee,17
20201101,https://shop.googlemerchandisestore.com/revieworder.html,16
20201101,https://shop.googlemerchandisestore.com/ordercompleted.html,13
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office,11
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Campus+Bike,10
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Noogler+Android+Figure+2019,10
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tee+FC+Black,10
20201101,https://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/youtube,10
20201101,https://shop.googlemerchandisestore.com/google+redesign/apparel/mens/quickview,9
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Water+Bottles,8
20201101,https://shop.googlemerchandisestore.com/google+redesign/lifestyle/bags,7
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Crew+Grey,7
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Magnet,7
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Badge+Heavyweight+Pullover+Black,6
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Raincoat+Navy,6
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/YouTube+Iconic+Play+Pin,6
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Flat+Front+Bag+Grey,6
20201101,https://shop.googlemerchandisestore.com/wishlist.html,6
20201101,https://shop.googlemerchandisestore.com/google+redesign/apparel/mens,6
20201101,https://shop.googlemerchandisestore.com/special-request-form/,5
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Notebooks+Journals/Google+Metallic+Notebook+Set.axd,5
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Black+Tee,5
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Pride+Eco-Tee+Black,5
20201101,https://shop.googlemerchandisestore.com/store.html/quickview,5
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Small+Goods/Mommy+Works+at+Google+Book,5
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Sustainable+Pencil+Pouch,5
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Transmission+Journal+Red,5
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Mens+Microfleece+Jacket+Black,5
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/YouTube+Small+Sticker+Sheet,5
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Incognito+Zippack+V2,4
20201101,https://shop.googlemerchandisestore.com/google+redesign/apparel/youtube+icon+tee+charcoal,4
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Crew,4
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/BLM+Unisex+Pullover+Hoodie,4
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Canteen+Bottle+Black,4
20201101,https://shop.googlemerchandisestore.com/forgot_password.html,4
20201101,https://shop.googlemerchandisestore.com/Google+Yellowesign/Apparel/Google+Tee+Yellow,4
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Stickers/Google+Laptop+and+Cell+Phone+Stickers.axd,4
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Hemp+Tote,4
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tonal+Tee+Coral,4
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Clear+Framed+Gray+Shades,4
20201101,https://shop.googlemerchandisestore.com/Google Redesign/Lifestyle/Bags,4
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Mugs+Tumblers,4
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Stationery/Google+Jotter+Task+Pad,4
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+NYC+Campus+Zip+Hoodie,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Standards+Zip+Hoodie+Black,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Chrome+Dinosaur+Collectible,3
20201101,https://shop.googlemerchandisestore.com/store-policies/frequently-asked-questions/home,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Small+Trace+Journal+Bl,3
20201101,https://shop.googlemerchandisestore.com/shop.axd/Cart,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+FC+Longsleeve+Ash,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Blue+YoYo,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Fun/Malibu+Sunglasses.axd,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Mountain+View+Campus+Mug,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Writing/Maze+Pen.axd,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Crewneck+Sweatshirt+Green,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Google+Campus+Bike+Tote+Navy,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Lapel+Pin,3
20201101,https://shop.googlemerchandisestore.com/google+redesign/lifestyle/fun/malibu+sunglasses.axd,3
20201101,https://shop.googlemerchandisestore.com/google+redesign/apparel/youtube+icon+tee+grey,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Keychain+19,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Totepak,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Packable+Bag+Black,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Clear+Pen+4pack,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Utility+Bag+Grey,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+See+no+hear+no+set,3
20201101,https://shop.googlemerchandisestore.com/google+redesign/electronics,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Icon+Tee+Charcoal,3
20201101,https://shop.googlemerchandisestore.com/google+redesign/apparel/mens/mens+t+shirts,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/bags/shopping+and+Totes,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Incognito+Laptop+Organizer+V2,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Essential+Canvas+Tote,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Stationery/Google+4in+Decal,3
20201101,https://shop.googlemerchandisestore.com/google+redesign/new,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Bright+Blue,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/YouTube+Play+Mug,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Large+Trace+Journal+Black,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Mens+Puff+Jacket+Black,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Mens+Tech+Fleece+Grey,3
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Cloth+Pouch+Black,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Google+Campus+Bike+Grid+Task+Pad,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Bike+Bottle,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Felt+Refillable+Journal,2
20201101,https://shop.googlemerchandisestore.com/asearch.html/quickview,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Cork+Pencil+Pouch,2
20201101,https://shop.googlemerchandisestore.com/register.html,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Recycled+Writing+Set,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Google+Confetti+Task+Pad,2
20201101,https://shop.googlemerchandisestore.com/google+redesign/apparel/hats,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Summer19+Crew+Grey,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Mens+Discovery+Lt+Rain+Shell,2
20201101,https://shop.googlemerchandisestore.com/basket.html.,2
20201101,https://shop.googlemerchandisestore.com/eco/organic+cotton+infant+bodysuit+-+white.axd,2
20201101,https://shop.googlemerchandisestore.com/google+redesign/lifestyle/fun/windup+android.axd,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Thermal+Tumbler+Navy,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Incognito+Flap+Pack,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Premium+Sunglasses,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Utensil+Set,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Android+Buoy+Bottle,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Emoji+Sticker+Pack+2+sheet,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Supernatural+Paper+Tote,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Google+Campus+Bike+Carry+Pouch,2
20201101,https://shop.googlemerchandisestore.com/eco/organic+cotton+t-shirt+-+red.axd,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Recycled+Notebook+Set+Natural,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Bike+Mini+Backpack,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Cork+Base+Tumbler,2
20201101,https://shop.googlemerchandisestore.com/Google Redesign/Office,2
20201101,https://shop.googlemerchandisestore.com/google+redesign/apparel/womens/quickview,2
20201101,https://shop.googlemerchandisestore.com/Google+Greenesign/Apparel/Google+Tee+Green,2
20201101,https://shop.googlemerchandisestore.com/google+redesign/nest/nest-usa,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Supernatural+Paper+Backpack,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+White,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Crew+Sweater+Navy,2
20201101,https://shop.googlemerchandisestore.com/platzi,2
20201101,https://shop.googlemerchandisestore.com/google+redesign/accessories/google+pride+sticker,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Mural+Tote,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Cork+Passport+Holder,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+KeepCup,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Large+Tote+White,2
20201101,https://shop.googlemerchandisestore.com/google+redesign/apparel/google+twill+cap+charcoal,2
20201101,https://shop.googlemerchandisestore.com/resetpassword.html,2
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Red+Speckled+Tee,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Kids+Playful+Tee,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/apparel/android+crew+socks+summer+18,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/apparel/android+pocket+tee+navy,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/office/stickers/google+laptop+and+cell+phone+stickers.axd,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Google+Striped+Penny+Pouch,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Cork+Tablet+Case,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/lifestyle/small+goods/quickview,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Chicago+Campus+Unisex+Tee,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Small+Cable+Organizer+Blue,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Google+Pocket+Tee+Grey,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Electronics/Accessories/Keyboard+DOT+Sticker.axd,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/apparel.,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Super+G+Tumbler+Red+Lid,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Youth+Tee+Navy,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Boulder+Campus+Mug,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Super+G+Tumbler+Blue+Lid,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/apparel/google+cotopaxi+shell,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+NYC+Campus+Ladies+Tee,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/accessoriesðŸ˜ƒðŸ‘ ,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Mountain+View+Campus+Zip+Hoodie,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Sunnyvale+Campus+Zip+Hoodie,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/quickview,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Emoji+Magnet+Set,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/kids/youtube+kids+tee+black,1
20201101,https://shop.googlemerchandisestore.com/new/new-apparel/home,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Black+Tee,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Perk+Thermal+Cup,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Mural+Notebook,1
20201101,https://shop.googlemerchandisestore.com//store.html/quickview,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/accessories/android+iconic+4in+decal,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/apparel/mens/mens+warm+gear/quickview,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Eco+Tee+Black,1
20201101,https://shop.googlemerchandisestore.com//google+redesign/apparel/mens/quickview,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Kirkland+Pullover,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Light+Up+Pen+Green,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/lifestyle/drinkware,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Chicago+Campus+Mug,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/accessories/tiny+tiny+dancers,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/apparel/google+womens+white+tee,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Grass+Green,1
20201101,https://shop.googlemerchandisestore.com/eco/25oz+recycled+infuser+bottle.axd,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Cambridge+Campus+Zip+Hoodie,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/apparel/women+s+t+shirts/home,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/accessories/google+emoji+sticker+pack+1+sheet,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/nest/nest-usa/quickview,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Iconic+Notebook,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+PNW+Campus+Unisex+Tee,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Tech+Fleece+Vest+Charcoal,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Laptop+Sleeve+Charcoal,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Bot,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Google+Color+Block+Notebook,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/accessories/google+clear+framed+gray+shades,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/office/android+notebook+set+black,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+SF+Campus+Zip+Hoodie,1
20201101,https://shop.googlemerchandisestore.com/eco/android+window+pad+notebook.axd,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Gift+Cards,1
20201101,https://shop.googlemerchandisestore.com/6565,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+NYC+Campus+Unisex+Tee,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/accessories/stickers+and+decals/home,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tudes+Recycled+Tee,1
20201101,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tee+Dark+Blue,1
20201101,https://shop.googlemerchandisestore.com/yourinfo.html/home,1
20201101,https://shop.googlemerchandisestore.com/google+redesign/lifestyle/drinkware/quickview,1
